fsq_category
Spanish Restaurant,
Ski Trail,
Board Shop,
Cemetery,
Buffet,
Outdoor Sculpture,
Water Park,
Drugstore / Pharmacy,
Nightclubs,
Mall,
Health Food Store,
Garden,
Other Great Outdoors,
Theme Park Ride / Attraction,
Diner,
Pubs,
Comic Shop,
Piano Bar,
Department Store,
Golf Course,
Grocery Store,
Lounge,
Gym / Fitness Center,
Irish Pub,
Dive Bar,
Border Crossing,
Hockey Arena,
Concert Hall,
Steakhouses,
Hot Spring,
American Restaurant,
Resort,
Outdoors & Recreation,
Casino,
Toy / Game Store,
Restaurant,
African Restaurant,
Dessert Shop,
Photography Lab,
Go Kart Track,
Zoo,
Nightlife Spot,
Airport,
Comfort Food Restaurant,
Betting Shop,
Electronics Store,
Farm,
Chinese Restaurant,
Platform,
Convention Center,
Boat or Ferry,
Apres Ski Bar,
Airport Lounge,
Church,
Warehouse Store,
Pizza Place,
Food & Drink Shop,
Performing Arts Venue,
Playground,
Rock Club,
Mexican Restaurant,
State,
Indian Restaurant,
Dumpling Restaurant,
Creperie,
Farmers Market,
Cocktail Bar,
Music Venue,
Kebab Restaurant,
Mediterranean Restaurant,
Boarding House,
Jewelry Store,
Gay Bar,
Swiss Restaurant,
Basketball Court,
National Park,
Paper / Office Supplies Store,
Trattoria/Osteria,
Rest Area,
Beer Garden,
Stadium,
Seafood Restaurant,
Austrian Restaurant,
Kids Store,
Park,
Cupcake Shop,
Food Truck,
Bistro,
Gastropub,
Agriturismo,
Baseball Field,
Taco Place,
Fair,
Massage Studio,
Supermarket,
Falafel Restaurant,
Video Store,
Soccer Stadium,
Juice Bar,
Design Studio,
Sandwich Place,
Music Store,
Monument / Landmark,
Wine Bar,
Candy Store,
Noodle House,
Basketball Stadium,
Cosmetics Shop,
Food,
Winery,
Mountain,
Hotel Bar,
Hardware Store,
Women's Store,
Video Game Store,
Trail,
Gift Shop,
Eastern European Restaurant,
Gym,
Gym Pool,
Snack Place,
Tanning Salon,
Hotel,
Fish Market,
Indie Movie Theater,
Fountain,
Donut Shop,
Museum,
Greek Restaurant,
Rafting,
Mobile Phone Shop,
Café,
Vineyard,
Gaming Cafe,
Asian Restaurant,
Antique Shop,
Ski Area,
Athletics & Sports,
Sporting Goods Shop,
Radio Station,
Latin American Restaurant,
Castle,
Campground,
Motel,
Thrift / Vintage Store,
Shopping Mall,
Art Gallery,
Pool,
Tea Room,
Historic Site,
Veneto Restaurant,
Japanese Restaurant,
Piadineria,
Hot Dog Joint,
Bowling Alley,
South Tyrolean Restaurant,
Grilled Meat Restaurant,
Bars,
Health & Beauty Service,
Pedestrian Plaza,
Ramen Restaurant,
Flower Shop,
Market,
Paella Restaurant,
Tennis Court,
Camera Store,
Bakeries,
Big Box Store,
Field,
Plaza,
Shoe Store,
Toll Booth,
Gourmet Shop,
Steakhouse,
Ice Cream Shop,
Sports Bar,
Opera House,
Coffee Shop,
Lingerie Store,
German Restaurant,
Motorcycle Shop,
Brazilian Restaurant,
General College & University,
History Museum,
Ski Chalet,
Sculpture Garden,
Bagel Shop,
Furniture / Home Store,
Event Space,
Arts & Entertainment,
Vegetarian / Vegan Restaurant,
Yoga Studio,
Lake,
Salon / Barbershop,
Island,
Neighborhood,
Pet Store,
Boutique,
Nature Preserve,
Hobby Shop,
Beer Store,
Soccer Field,
Science Museum,
Fast Food Restaurant,
City,
Train Station,
Spa,
Wine Shop,
Beach,
Bookstore,
Cafeteria,
Bathing Area,
Soup Place,
Garden Center,
Fried Chicken Joint,
Sandwich Places,
Italian Restaurant,
Beer Bar,
Perfume Shop,
Speakeasy,
Sushi Restaurant,
Harbor / Marina,
Wings Joint,
Ski Chairlift,
Ski Lodge,
Shop & Service,
Salad Place,
College Arts Building,
Food Court,
Jazz Club,
Discount Store,
Martial Arts Dojo,
Non-Profit,
Bed & Breakfast,
River,
Scenic Lookout,
Frozen Yogurt,
Middle Eastern Restaurant,
Road,
Art Museum,
Theme Park,
Bakery,
Hostel,
Public Art,
Thai Restaurant,
BBQ Joint,
Racetrack,
Aquarium,
Whisky Bar,
Chocolate Shop,
Residential Building (Apartment / Condo),
Emilia Restaurant,
Village,
Deli / Bodega,
Baby Store,
Other Nightlife,
Brewery,
Sports Club,
Surf Spot,
Flea Market,
Pub,
Convenience Store,
Multiplex,
General Entertainment,
Southern / Soul Food Restaurant,
Piadineria ,
Laser Tag,
Rugby Pitch,
Palace,
Track,
History Museums,
Men's Store,
Smoke Shop,
Bus Station,
Volleyball Court,
Nightclub,
Skating Rink,
Modern European Restaurant,
Cheese Shop,
Bar,
Lighthouse,
Shoe Repair,
Argentinian Restaurant,
Cable Car,
Clothing Store,
Football Stadium,
Burger Joint,
Lombard Restaurant,
Breakfast Spot,
Souvenir Shop,
New American Restaurant,
Miscellaneous Shop,
Theater,
Movie Theater,
Outlet Store,
Distillery,
Factory,
Scandinavian Restaurant
